entity	label	definition	synonyms
DOID_7400	Nijmegen breakage syndrome	A syndrome characterized by chromosomal instability, microcephaly, growth retardation, immunodeficiency, cellular hypersensitivity to X-rays, and predisposition to cancer that has_material_basis_in homozygous or compound heterozygous mutation in NBN on chromosome 8q21.3.	Berlin breakage syndrome; Microcephaly, normal intelligence and immunodeficiency; NBS; Seemanova syndrome II; Seemanova syndrome type 2; ataxia-telangiectasia variant; immunodeficiency-microcephaly-chromosomal instability syndrome; microcephaly-immunodeficiency-lymphoreticuloma syndrome
DOID_7401	colonic L-cell glucagon-like peptide producing tumor		
DOID_7402	L-cell glucagon-like peptide producing tumor		
DOID_7408	vulvar keratoacanthoma	A vulva squamous cell carcinoma that is rapidly growing, self-limited, and characterized by the presence of a central crater that contains squamous cells. The proliferating squamous cells infiltrate the dermis below and produce keratin masses that are pushed towards the surface of the tumor. It is considered a variant of well-differentiated squamous cell carcinoma with distinct clinical behavior.	vulvar keratoacanthoma-like carcinoma
DOID_7409	vulvar non-keratinizing squamous cell carcinoma	A vulva squamous cell carcinoma that is composed of polygonal squamous cells growing in sheets or nests that may have intercellular bridges, but keratin pearls are not present.	
DOID_7411	ovarian endometrioid cystadenofibroma	An ovarian endometrioid adenofibroma that is characterized by the presence of cysts and/ or cystic spaces.	
DOID_7426	cutaneous anthrax	An anthrax disease that results_in infection located_in skin, has_material_basis_in Bacillus anthracis, which is transmitted_by contact with infected animals or animal products. The infection has_symptom skin lesion that eventually forms an ulcer with a black center.	
DOID_7427	anthrax disease	A primary bacterial infectious disease that results_in infection located_in skin, located_in lung lymph nodes or located_in gastrointestinal tract, has_material_basis_in Bacillus anthracis, transmitted_by contact with infected animals or animal products, transmitted_by airborne spores or transmitted_by ingestion of undercooked meat from infected animals and has_symptom skin ulcer, has_symptom nausea, has_symptom poor appetite, has_symptom bloody diarrhea, has_symptom fever or has_symptom shortness of breath.	
DOID_7428	pineal region germinoma		
DOID_7429	childhood brain germinoma	A brain germinoma that is characterized by tumor of the germ cell in childhood that has_material_basis_in abnormally proliferating cells derives_from germ cells, located_in pineal area and located_in suprasellar area.	germinoma of the pediatric brain
DOID_743	dermatographia	A physical urticaria induced by stroking of the skin.	dermatographic urticaria; dermographism
DOID_7430	childhood germ cell brain tumor	A central nervous system childhood germ cell tumor that is characterized by germ cell tumor, that develops from embryonic cells that remain in the brain after birth has_material_basis_in abnormally proliferating cells derives_from germ cells.	childhood germ cell brain tumour; germ cell neoplasm of the paediatric brain; germ cell neoplasm of the pediatric brain
DOID_7435	polyvesicular vitelline pattern testicular yolk sac tumor		
DOID_7436	sarcomatoid uterine corpus endometrioid adenocarcinoma	An endometrial adenocarcinoma that has_material_basis_in mesenchymal elements.	
DOID_7437	uterus perivascular epithelioid cell tumor	A perivascular epithelioid cell tumor that is located_in the uterus.	uterine corpus PEComa
DOID_7438	ovarian clear cell cystadenocarcinoma	An ovarian cystadenocarcinoma that is characterized by the presence of cells with clear cytoplasm.	
DOID_7439	polyp of middle ear		polyp - middle ear; polyp of the middle ear
DOID_7441	chronic metabolic polyneuropathy		
DOID_7442	monoclonal gammopathy of uncertain significance	A blood protein disease that is characterized by the presence of an abnormal protein called monoclonal protein in the blood.	MGUS; Monoclonal gammopathy of undetermined significance
DOID_745	epididymis adenomatoid tumor	A male reproductive organ benign neoplasm that is located_in the epididymis.	benign Epididymal epithelial Mesothelioma; adenomatoid neoplasm of the epididymis
DOID_7457	enterobiasis	A parasitic helminthiasis infectious disease that involves infection of the anus by the pinworm Enterobius vermicularis. The major symptom is perianal itching. Infected people experience perianal pruritus and excoriations from scratching.	Oxyuris vermicularis infection; Threadworm infection; Enterobius vermicularis infection; Pinworm infection; oxyuriasis
DOID_7459	acantholytic variant squamous cell breast carcinoma	A breast squamous cell carcinoma that is characterized by lack of cohesiveness of the tumour cells resulting in a pseudovascular or pseudoglandular appearance.	
DOID_746	adenomatoid tumor		adenomatoid tumour; benign localised epithelial Mesothelioma; benign localized epithelial Mesothelioma
DOID_7460	spindle cell variant squamous cell breast carcinoma	A breast squamous cell carcinoma that is characterized by the presence of spindle-shaped malignant cells and arises from the breast parenchyma.	
DOID_7461	large cell keratinizing variant squamous cell breast carcinoma	A breast squamous cell carcinoma characterized by large epithelial cells that contain keratin.	
DOID_7463	childhood pleomorphic rhabdomyosarcoma		childhood anaplastic Rhabdomyosarcoma
DOID_7465	chronic NK-cell lymphocytosis	A hypersensitivity reaction type IV disease that is characterized by absolute lymphocytosis of natural killer (CD3- CD16+) cells often with concurrent cytopenia and has_symptom fever, arthralgia, apthous ulcers, vasculitic skin rash, and peripheral neuropathy.	NK-cell large granular Lymphocyte Lymphocytosis
DOID_7474	malignant pleural mesothelioma	A pleural cancer that has_material_basis_in mesothelium cells.	malignant mesothelioma of pleura
DOID_7475	diverticulitis	An intestinal disease characterized by the formation and inflammation of diverticula within the bowel wall.	
DOID_7479	duodenal somatostatinoma		duodenal delta cell somatostatin producing tumor
DOID_7480	large cell carcinoma with rhabdoid phenotype		large cell lung carcinoma with Rhabdoid Phenotype
DOID_7482	petrous apex meningioma		meningioma of the Petrous Ridge
DOID_7483	cervical keratinizing squamous cell carcinoma	A cervical squamous cell carcinoma that is characterized by keratin pearls, abundant keratohyaline granules or dense cytoplasmic keratinization.	
DOID_7488	posterior urethra cancer	A female urethral cancer located_in the posterior urethra.	Posterior urethral malignant tumor
DOID_7489	Osgood-Schlatter's disease	A bone inflammation disease that involves rupture of the growth plate in children located_in tibia.	Osgood-Schlatter disease; Osteochondritis of tibial tubercle; Osteochondrosis of proximal tibia; juvenile osteochondrosis of tibial tubercle
DOID_749	active peptic ulcer disease		GI Bleeding
DOID_7491	vulvar proximal-type epithelioid sarcoma		
DOID_7492	central epithelioid sarcoma		
DOID_7497	brain ependymoma	A brain glioma that is characterized by tumor of the ependyma, has_material_basis_in abnormally proliferating cells derives_from ependymal cells, located_in spine in adults and located_in intracranial (4th ventricle) in children.	Ependymal tumor of brain; Ependymoma of brain
DOID_75	lymphatic system disease	An immune system disease that is located_in the lymphatic system.	Lymphangiopathy; Lymphatic disease; disease of lympoid system; disorder of lymph node and lymphatics; disorder of lymphatic system; disorder of lymphoid system; lymphatic disorder; lympoid system disease
DOID_750	peptic ulcer disease		acute peptic ulcer with hemorrhage; acute peptic ulcer with hemorrhage and perforation; acute peptic ulcer without hemorrhage and without perforation
DOID_7501	childhood infratentorial ependymoma		pediatric infratentorial ependymoma
DOID_7502	childhood supratentorial ependymoma		paediatric Cerebral Ependymoma; paediatric Supratentorial Ependymoblastoma; paediatric supratentorial ependymoma; pediatric Cerebral Ependymoma; pediatric Supratentorial Ependymoblastoma; pediatric supratentorial ependymoma
DOID_7503	extrahepatic bile duct papillary adenoma	An extrahepatic bile duct adenoma that is located_in the extrahepatic bile duct.	Papillary adenoma of the extrahepatic bile duct
DOID_7505	small intestine benign neoplasm		neoplasm of small intestine; small intestinal neoplasm
DOID_7506	small intestinal L-cell glucagon-like peptide producing tumor		
DOID_7511	breast intraductal papillomatosis	A benign breast neoplasm characterized by the presence of multiple intraductal papillomas.	Intraductal papillomatosis of the breast; breast papillomatosis
DOID_7514	Wolffian adnexal neoplasm		
DOID_7515	lumbar spinal canal and spinal cord meningioma		meningioma of Lumbar Spinal canal and Spinal Cord
DOID_7516	childhood central nervous system mixed germ cell tumor	A central nervous system germ cell tumor of childhood that is characterized by mixed germ cell tumor, develops from embryonic cells that remain in the brain after birth has_material_basis_in abnormally proliferating cells derives_from germ cells.	
DOID_7518	inhibited female orgasm		female Orgasmic disorder
DOID_7519	endocervical carcinoma	A cervix carcinoma that is located_in the endocervix.	carcinoma of endocervix; carcinoma of the Endocervix
DOID_752	peptic ulcer perforation		Peptic ulcer with perforation; Perforated peptic ulcer; acute peptic ulcer with perforation
DOID_7520	periductal breast myoepitheliosis	A breast myoepitheliosis that is characterized by multifocal, often microscopic proliferation of myoepithelial cells around small ducts.	
DOID_7521	breast myoepitheliosis	A breast myoepithelial neoplasm that is characterized by multifocal, often microscopic proliferation of myoepithelial cells in or around small ducts.	
DOID_7522	childhood infratentorial embryonal tumor with multilayered rosettes, C19MC-altered	A childhood embryonal tumor with multilayered rosettes, C19MC-altered that arises from the infratentorial region and occurs in children.	childhood infratentorial ependymoblastoma; pediatric infratentorial ependymoblastoma
DOID_7527	acute gonococcal endometritis	An acute endometritis that is caused by gonorrhea.	Gonococcal endometritis; Uterus - acute gonorrhoea; acute gonorrhea of uterus
DOID_7528	acute endometritis	An endometritis that is characterized by onset within the past 1 - 3 days.	
DOID_7531	anal gland adenocarcinoma	An anus carcinoma that derives_from epithelial cells of glandular origin located_in the anal gland.	adenocarcinoma of anal ducts; anal glands adenocarcinoma; adenocarcinoma of anal gland
DOID_7532	squamous papillomatosis		
DOID_7533	subareolar duct papillomatosis		
DOID_7537	breast cystic hypersecretory carcinoma	A breast secretory carcinoma that is characterized by numerous cysts of varying sizes containing gelatinous material on gross examination, microscopically dilated ducts containing eosinophilic secretion and the absence of micropapillary pattern and cytological atypia in the lining epithelium.	cystic hypersecretory duct carcinoma of the breast; cystic hypersecretory carcinoma of the breast
DOID_7538	breast ductal adenoma	A breast adenoma that is characterized by a prominent fibrotic capsule and a bilayered tubular component.	
DOID_7539	pregnancy adenoma	A breast adenoma that occurs during pregnancy.	Lactating adenoma
DOID_754	bladder tuberculosis	An urogenital tuberculosis that is located_in urinary bladder, which results in fibrosis of bladder wall muscles.	Tuberculosis of bladder; Tuberculous cystitis
DOID_7540	breast apocrine adenoma	A breast adenoma that is characterized by apocine differentiation.	
DOID_7541	mixed epithelial/mesenchymal metaplastic breast carcinoma	A breast metaplastic carcinoma that is characterized by the presence of epithelial and mesenchymal components.	
DOID_7542	osteosarcoma arising in bone Paget's disease		Osteosarcoma Arising in osseous Paget's disease; osteosarcoma arising in bone Paget disease
DOID_7549	ceruminoma		Ceruminous adenoma
DOID_7551	gonorrhea	A primary bacterial infectious disease that is a sexually transmitted infection, located_in uterus, located_in fallopian tube, located_in urethra, located_in mouth, located_in throat, located_in eye or located_in anus, has_material_basis_in Neisseria gonorrhoeae, which is transmitted_by contact with the penis, vagina, mouth, or anus or transmitted_by congenitally from mother to baby during delivery. The infection has_symptom burning sensation during urination, has_symptom discharge from the penis, has_symptom increased vaginal discharge, or has_symptom vaginal bleeding between periods.	chronic gonococcal infectious disease of lower genitourinary tract; chronic gonococcal infectious disease of upper genitourinary tract
DOID_7553	infiltrating bladder urothelial carcinoma sarcomatoid variant		Infiltrating bladder Urothelial carcinoma, sarcomatoid Variant with Heterologous Elements; Infiltrating bladder Urothelial carcinoma, sarcomatoid Variant without Heterologous Elements
DOID_7558	glossopharyngeal motor neuropathy		
DOID_7559	asymmetric motor neuropathy		
DOID_7565	vulvar eccrine porocarcinoma	A vulva carcinoma that is characterized by heterogenous histology that includes squamous cells, mucinous cells, clear cells, pigmented cells, and spindle cells and derives_from eccrine sweat glands.	
DOID_7566	eccrine porocarcinoma		Eccrine porocarcinoma of skin; Porocarcinoma; malignant Eccrine Poroma
DOID_7567	vulvar clear cell hidradenocarcinoma	A vulva carcinoma that derives_from sweat glands and is characterized by the presence of clear cells.	
DOID_7571	malignant cystic nephroma		malignant multilocular cystic nephroma
DOID_7574	pancreatic intraductal papillary-colloid carcinoma		Intraductal Papillary-mucinous carcinoma of pancreas
DOID_7575	pancreatic intraductal papillary-mucinous neoplasm	A pancreatic cancer that is characterized as a slow-growing epithelial neoplasm with ductal differentiation that arises from the exocrine pancreas and grows mostly within the pancreatic ducts.	Pancreatic Intraductal Neoplasms
DOID_7577	pancreatic foamy gland adenocarcinoma		
DOID_7578	breast scirrhous carcinoma	A breast carcinoma that is characterized by the presence of hard, fibrous, particularly invasive tumors in which the malignant cells occur singly or in small clusters or strands in dense connective tissue.	Infiltrating carcinoma of breast with Fibrotic Stroma; scirrhous carcinoma of breast
DOID_758	visceral heterotaxy 5	A visceral heterotaxy that is characterized by complete right-to-left reversal of the position of the major thoracic and abdominal organs and that has_material_basis_in heterozygous mutation in the NODAL gene on chromosome 10q22.	Complete transposition; Laterality sequence; situs inversus; situs inversus viscerum
DOID_7583	glottis verrucous carcinoma		Glottic verrucous carcinoma; verrucous carcinoma of glottis
DOID_7584	subglottis verrucous carcinoma		verrucous carcinoma of Subglottis; verrucous carcinoma of the subglottis
DOID_7585	subglottis squamous cell carcinoma		Epidermoid carcinoma of the Subglottis
DOID_7586	supraglottis verrucous carcinoma		verrucous carcinoma of Supraglottis; verrucous carcinoma of the supraglottis
DOID_7587	supraglottis squamous cell carcinoma		Epidermoid carcinoma of the Supraglottis
DOID_7591	gestational ovarian choriocarcinoma	A choriocarcinoma of the ovary that develops in the presence of a preceding gestational event.	
DOID_7596	asbestos-related lung carcinoma		
DOID_7598	cervical lymphoepithelioma-like carcinoma	A cervical squamous cell carcinoma that is characterized by poorly defined islands of undifferentiated squamous cells in a background intensely infi ltrated by lymphocytes. The tumour cells have uniform, vesicular nuclei with prominent nucleoli and moderate amounts of slightly eosinophilic cytoplasm. The cell borders are indistinct.	
DOID_7599	lymphoepithelioma-like thymic carcinoma		Lymphoepithelioma-like carcinoma of the Thymus
DOID_76	stomach disease	A gastrointestinal system disease that is located_in the stomach.	Gastropathy; stomach disorder; gastric disease
DOID_7600	infiltrating bladder lymphoepithelioma-like carcinoma		
DOID_7602	conventional osteosarcoma	A bone osteosarcoma that is characterized by the presence of osteoid extracellular matrix and that arises from the medullary portion of the bone. It affects the long bones and most commonly, the distal femur, proximal tibia, and proximal humerus. Pain with or without a palpable mass is the most common clinical presentation.	Intracortical osteosarcoma; Medullary Osteosarcoma; conventional central osteosarcoma; intracortical osteogenic sarcoma
DOID_7603	fibrosarcomatous osteosarcoma		Fibroblastic osteosarcoma; Fibrosarcomatous Osteogenic sarcoma
DOID_7607	chief cell adenoma		Chief cell adenoma of Parathyroid gland
DOID_7608	parathyroid adenoma	A parathyroid gland benign neoplam that is located_in the parathyroid.	adenoma of the Parathyroid gland; adenoma of parathyroid
DOID_7609	parathyroid transitional clear cell adenoma		Clear cell adenoma of the Parathyroid
DOID_7610	mixed cell type adenoma of parathyroid		mixed cell type adenoma of the Parathyroid gland
DOID_7611	parathyroid oncocytic adenoma		
DOID_7612	childhood intracortical osteosarcoma		
DOID_7613	sarcomatosis of the meninges		Meningeal sarcomatosis; sarcomatosis of meninges
DOID_7614	meninges sarcoma		Meningeal sarcoma; sarcoma of meninges
DOID_7615	sarcomatosis	A sarcoma that results_in the formation of numerous sarcomas or located_in various parts of the body.	
DOID_7631	adult embryonal tumor with multilayered rosettes, C19MC-altered	An embryonal tumor with multilayered rosettes, C19MC-altered, occurring in adults.	adult ependymoblastoma
DOID_7632	Cowper gland carcinoma	A male reproductive organ cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells and is_located_in the Cowper's gland.	
DOID_7633	macular holes		Macular hole
DOID_7634	suprasellar meningioma		
DOID_7635	Gasserian ganglion meningioma		meningioma of Gasserian Ganglion
DOID_7639	malignant granular cell skin tumor		malignant granular cell skin neoplasm; malignant granular cell skin tumour; malignant granular cell tumor of skin; malignant granular cell tumour of skin
DOID_7642	cholangiolocellular carcinoma		
DOID_7643	acantholytic squamous cell skin carcinoma		acantholytic squamous cell carcinoma of skin
DOID_7646	multiple spinal canal and spinal cord meningioma		Multiple meningiomas of the Spinal canal and Spinal Cord
DOID_7650	pulmonary type ovarian small cell carcinoma	An ovarian small cell carcinoma that resembles pulmonary small cell carcinoma of neuroendocrine type.	
DOID_7651	small-cell carcinoma of the ovary of hypercalcemic type	An ovarian small cell carcinoma that is associated with paraneoplastic hypercalcemia.	hypercalcemic type ovarian small cell carcinoma
DOID_7656	adult infiltrating astrocytic neoplasm		adult Infiltrating Astrocytic tumor; adult Infiltrating astrocytoma
DOID_7664	endometrial mixed adenocarcinoma	An endometrial adenocarcinoma that is composed of both type I (endometrioid) and type II (serous or clear cell type) tumors, with at least 10% of each component.	
DOID_7665	non-gestational ovarian choriocarcinoma	An ovarian primitive germ cell tumor that has_material_basis_in trophoblastic cells and develops in the absence of a preceding gestational event.	
DOID_767	muscular atrophy		Amyotrophia; Muscle wasting; Wasting - muscle
DOID_7675	testicular fibroma		
DOID_7676	testicular thecoma		
DOID_7678	sphenoid sinus inverted papilloma		Inverted papilloma of the Sphenoid sinus
DOID_7679	sphenoid sinus Schneiderian papilloma		Schneiderian papilloma of the Sphenoid sinus
DOID_768	retinoblastoma	A retinal cell cancer and malignant neoplasm of retina and neuroblastoma and neuroendocrine tumors that derives_from the tissues of the retina.	RB; RB - Retinoblastoma; neuroblastoma of Retina
DOID_7684	maxillary sinus adenocarcinoma		adenocarcinoma of the maxillary sinus; adenocarcinoma of maxillary sinus
DOID_7685	pancreatic non-invasive intraductal papillary-mucinous carcinoma		
DOID_7689	leptomeninges sarcoma		Leptomeningeal sarcoma; sarcoma of Leptomeninges
DOID_769	neuroblastoma	An autonomic nervous system neoplasm that derives_from immature nerve cells.	
DOID_7693	abdominal aortic aneurysm	An aortic aneurysm that is located_in the abdominal aorta.	AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1
DOID_7694	bladder urachal adenocarcinoma		
DOID_7696	lung hilum cancer		malignant tumor of lung Hilum; primary malignant neoplasm of hilus of lung
DOID_7697	pancreatic ACTH hormone producing tumor		pancreatic ACTH hormone producing tumour; pancreatic Adrenocorticotropic Hormone Producing tumor; pancreatic Adrenocorticotropic Hormone Producing tumour
DOID_7698	non-functioning pancreatic endocrine tumor		
DOID_77	gastrointestinal system disease	A disease of anatomical entity that is located_in the gastrointestinal tract.	GIT disease; Gastroenteropathy; alimentary system disease; digestive system disorder; gastrointestinal disease; gastrointestinal disorder
DOID_7707	rectum signet ring adenocarcinoma		Signet Ring cell adenocarcinoma of rectum
DOID_7708	perianal skin Paget's disease		perianal skin Paget disease
DOID_771	retinal cell cancer	A malignant neoplasm that derives_from the retina.	
DOID_7713	tuberculum sellae meningioma		meningioma of the Tuberculum Sellae
DOID_7716	mixed ductal-endocrine carcinoma		
DOID_7717	colloid carcinoma of the pancreas		
DOID_7718	osteoclast-like giant cell neoplasm of the pancreas		Osteoclast-like Giant cell neoplasm of pancreas
DOID_7725	epilepsy with generalized tonic-clonic seizures	An adolescence-adult electroclinical syndrome starting in adolescence exhibiting generalized tonic-clonic seizures as the only seizure type.	Epileptic seizures, tonic-clonic; Grand Mal epilepsy; tonic-clonic epilepsy
DOID_7729	acinar cell cystadenocarcinoma		pancreatic acinar cell cystadenocarcinoma
DOID_7731	childhood malignant hemangiopericytoma		malignant pediatric hemangiopericytoma
DOID_7732	childhood malignant schwannoma		pediatric MPNST
DOID_7733	signet ring cell intrahepatic cholangiocarcinoma		
DOID_7735	pancreatic colloid cystadenoma		mucinous Cystadenoma of pancreas
DOID_7736	retinal telangiectasia		
DOID_774	retina lymphoma		Lymphoma of retina; Retinal Lymphoma
DOID_7747	childhood extraocular retinoblastoma	An extraocular retinoblastoma that effects children.	pediatric extraocular retinoblastoma
DOID_775	intraocular lymphoma		primary intraocular lymphoma
DOID_7750	adult brain ependymoma	A brain ependymoma that is characterized by tumor in the ependyma of adults located_in spine, located_in intracranial (4th ventricle) and has_material_basis_in abnormally proliferating cells derives_from ependymal cells.	
DOID_7752	extrahepatic biliary papillomatosis	A biliary papillomatosis located_in an extrahepatic bile duct.	
DOID_7756	neonatal leukemia	A childhood leukemia that occurs during the neonatal period.	
DOID_7757	childhood leukemia	A leukemia that occurs in children.	
DOID_7762	childhood multilocular cystic kidney neoplasm	A kidney benign neoplasm that encompasses cystic nephroma and cystic partially differentiated nephroblastoma.	childhood renal Wilms cancer; pediatric Multilocular cystic renal tumor; benign Multilocular cystic renal tumor
DOID_7763	carcinoma of supraglottis		Supraglottic carcinoma
DOID_7764	subglottis carcinoma		Subglottic carcinoma; carcinoma of subglottis
DOID_7765	Coats disease		Coats' disease; Coats' syndrome; Exudative retinopathy
DOID_778	delusional disorder	A psychotic disorder that involves an uncommon psychiatric condition in which patients present with circumscribed symptoms of non-bizarre delusions, but with the absence of prominent hallucinations and no thought disorder, mood disorder, or significant flattening effect.	
DOID_7787	breast osteosarcoma	A breast sarcoma that arises from bone.	Osteogenic sarcoma of breast
DOID_7788	adult spinal cord ependymoma		
DOID_780	placenta disease	A uterine disease that is located_in the placenta.	
DOID_7806	adult spinal cord glioblastoma multiforme		Glioblastoma multiforme of spinal cord; adult Spinal Cord Glioblastoma
DOID_7807	choroid necrotic melanoma		necrotic Choroid melanoma
DOID_7808	necrotic uveal melanoma	An uveal melanoma characterized by the presence of tumor cell necrosis.	
DOID_7817	mixed astrocytoma-ependymoma-oligodendroglioma		
DOID_7818	petroclival meningioma		
DOID_7819	sphenoorbital meningioma		
DOID_782	renal infectious disease		
DOID_7820	sphenocavernous meningioma		
DOID_7824	spinal multifocal clear cell meningioma		Multifocal Clear cell meningioma of Spine
DOID_7825	chronic toxic polyneuropathy		
DOID_7826	adult papillary meningioma		
DOID_7827	adult extraosseous osteosarcoma	An extraosseous osteosarcoma that is located_in the soft tissues without direct attachment to the skeletal system and results in the production of osteoid, bone, or chondroid material.	
DOID_783	end stage renal disease	A chronic kidney disease is characterized by non-functioning kidneys, as the final stage in chronic kidney disease.	end stage renal failure; end-stage kidney disease
DOID_7839	infiltrating nipple syringomatous adenoma	A nipple benign neoplasm that is characterized a as locally infiltrative nonmetastasizing tumor of the nipple.	
DOID_784	chronic kidney disease	A kidney failure that is characterized by the gradual loss of kidney function, present for a minimum of 3 months. CKD is classified based on cause, glomerular filtration rate (GFR) category (G2-G5), and albuminuria category (A1-A3).	CKD; CRF; chronic kidney failure; chronic renal disease; chronic renal failure syndrome; renal failure - chronic
DOID_7840	pancreatic non-functioning delta cell tumor		
DOID_7841	childhood embryonal tumor with multilayered rosettes, C19MC-altered	An embryonal tumor with multilayered rosettes, C19MC-altered that occurs during childhood.	childhood cerebral ependymoblastoma; pediatric cerebral ependymoblastoma
DOID_7843	female breast carcinoma	A breast carcinoma that is manifested in the female breast.	Mammary carcinoma of female breast; carcinoma of female breast
DOID_7848	interdigitating dendritic cell sarcoma	A histiocytic and dendritic cell cancer that effect dendritic cells.	Interdigitating cell sarcoma
DOID_7849	dendritic cell sarcoma	A histiocytic and dendritic cell cancer that is mainly located_in lymph nodes.	follicular dendritic cell sarcoma
DOID_7851	pancreatic intraductal papillary-mucinous adenoma		
DOID_786	laryngeal disease		
DOID_7867	adult central nervous system germinoma		germinoma of the adult central nervous system
DOID_7868	maxillary sinus inverted papilloma		Inverted papilloma of the maxillary sinus
DOID_7875	adult xanthogranuloma		
DOID_7878	uterine corpus atypical polypoid adenomyoma	An atypical polypoid adenomyoma that is located_in the uterine corpus.	
DOID_7880	luteoma	An ovarian benign neoplasm characterized by solid proliferations of luteinized cells, resulting in a tumor-like ovarian enlargement that regresses during the puerperium.	leuteoma of pregnancy; luteoma of pregnancy
DOID_7891	testicular spermatocytic seminoma		
DOID_7894	mite infestation	A parasitic ectoparasitic infectious disease that involves infestation of mites belonging to the family Sarcoptidae, Trombiculidae and Demodicidae.	
DOID_790	ocular hypotension		Hypotony of eye
DOID_7902	adult extraskeletal myxoid chondrosarcoma	An extraskeletal myxoid chondrosarcoma occurring in adults.	adult extraosseous chondrosarcoma; adult myxoid chondrosarcoma
DOID_7903	intracranial chondrosarcoma		
DOID_7907	mixed astrocytoma-ependymoma		
DOID_7910	maxillary sinus squamous cell carcinoma	A squamous cell carcinoma that is located_in the maxillary sinus.	Epidermoid carcinoma of the Maxillofacial sinus
DOID_7912	mixed oligodendroglioma-astrocytoma		WHO grade II mixed glioma
DOID_7915	cervical spinal canal and spinal cord meningioma		meningioma of the cervical Spinal canal and Spinal Cord
DOID_7921	mediastinal psammomatous neurilemmoma	A mediastinal neurilemmoma characterized by the presence of psammoma bodies.	benign Psammomatous Schwannoma of mediastinum; benign mediastinal psammomatous neurilemmoma
DOID_7926	epithelial malignant thymoma		Squamoid Thymoma; Thymoma, epithelial; Well differentiated thymic carcinoma
DOID_7927	malignant type A thymoma		Thymoma, medullary, malignant
DOID_7928	testis refractory cancer		Refractory testicular carcinoma
DOID_7930	glandular-alveolar pattern testicular yolk sac tumor		
DOID_7936	refractory T lymphoblastic leukemia/lymphoma		precursor T-lymphoblastic lymphoma/leukemia refractory
DOID_7941	Barrett's adenocarcinoma		Barrett adenocarcinoma; adenocarcinoma Arising in Barrett's Mucosa
DOID_7945	adult central nervous system mixed germ cell tumor	A central nervous system adult germ cell tumor that develops from misfolding and misplacement of embryonic cells into the lateral mesoderm, causing these cells to become entrapped in different areas of the brain, has_material_basis_in abnormally proliferating cells derives_from germ cells.	
DOID_7949	stroma-dominant and stroma-poor composite ganglioneuroblastoma		
DOID_7951	Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma		
DOID_7953	nipple duct carcinoma	A nipple carcinoma that is located_in the nipple duct.	
DOID_7958	sarcomatoid penile squamous cell carcinoma		sarcomatous carcinoma of the penis
DOID_7959	duodenal gastrinoma		Gastrinoma of duodenum; duodenal G-cell gastrin producing tumor; malignant duodenal gastrinoma
DOID_7960	malignant spiradenoma		malignant eccrine spiradenoma
DOID_7961	cervical non-keratinizing squamous cell carcinoma	A cervical squamous cell carcinoma that is characterized by polygonal squamous cells growing in sheets or nests but keratin pearls are not present.	
DOID_7962	tamoxifen-related endometrial lesion	An endometrial disease that is caused by tamoxifen exposure.	
DOID_7967	lipid-cell variant infiltrating bladder urothelial carcinoma		
DOID_7968	plasmacytoid variant infiltrating bladder urothelial carcinoma		
DOID_7969	nested variant infiltrating bladder urothelial carcinoma		
DOID_7971	microcystic variant infiltrating bladder urothelial carcinoma		
DOID_7972	lymphoma-like variant infiltrating bladder urothelial carcinoma		
DOID_7983	breast malignant eccrine spiradenoma	A breast cancer that arises_from cutaneous sweat glands and is characterized by a focus of benign spiradenoma within or adjacent to the malignant tumor, as evidenced by increased mitotic rate, necrosis, nuclear atypia, pleomorphism, and hyperchromasia, loss of nested and trabecular growth patterns, and absence of a dual cell population.	malignant Eccrine Spiradenoma of the breast
DOID_7984	sclerosing breast papilloma	A breast duct papilloma that is characterized by a central area of scarring and elastosis, derived from an obliterated duct.	
DOID_7986	cerebral falx meningioma		Falcine meningioma
DOID_799	varicose veins	A vein disease that is characterized by swollen, twisted veins visible just under the surface of the skin.	Varix; Venous ectasia; Venous varices; varices
DOID_7994	central nervous system osteosarcoma		
DOID_7996	familial glomangioma		
DOID_7997	thyrotoxicosis	A thyroid gland disease that is characterized by excess thyroid hormone.	
DOID_7998	hyperthyroidism	A thyroid gland disease that involves an over production of thyroid hormone.	overactive thyroid
DOID_8000	frontal convexity meningioma		
DOID_8002	supraglottis neoplasm		Supraglottic tumor; neoplasm of supraglottis
DOID_8003	alveoli adenoma		Alveolar adenoma; adenoma of alveoli; adenoma of the alveoli
DOID_8006	skin meningioma		primary meningioma of the skin
DOID_8007	Pancoast tumor		Pancoast tumour; Pancoast's syndrome; Pancoast's tumour; Superior pulmonary sulcus syndrome; malignant Superior Sulcus tumor; malignant Superior Sulcus tumour; pulmonary sulcus tumor; pulmonary sulcus tumour
DOID_8009	penis mixed squamous cell carcinoma		
